idx,umls_cui,se_name,benchmark_idx,resolution_status,evidence
605,C0026858,musculoskeletal pain,493,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
606,C0948525,musculoskeletal stiffness,220,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
607,C0231528,myalgia,350,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
608,C0026961,mydriasis,294,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
609,C0026975,myelitis,678,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
610,C0027051,myocardial infarction,273,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
611,C0151744,myocardial ischaemia,321,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
612,C0027059,myocarditis,811,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
613,C0027066,myoclonus,709,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
614,C0026848,myopathy,629,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
615,C0027121,myositis,120,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
616,C0027339,nail disorder,683,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
617,C0027424,nasal congestion,82,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
618,C0858259,nasal discomfort,511,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
619,C0231919,nasal dryness,920,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
620,C0027441,nasopharyngitis,161,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
621,C0027497,nausea,748,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
622,C0007859,neck pain,751,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
623,C0027651,neoplasm,173,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
624,C0006826,neoplasm malignant,518,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
625,C0027697,nephritis,561,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
626,C0392525,nephrolithiasis,87,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
627,C0022658,nephropathy,261,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
628,C0595916,nephropathy toxic,604,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
629,C0027726,nephrotic syndrome,795,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
630,C0027765,nervous system disorder,719,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
631,C0027769,nervousness,744,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
632,C0027796,neuralgia,456,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
633,C0027813,neuritis,244,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
634,C0027849,neuroleptic malignant syndrome,787,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
635,C0031117,neuropathy peripheral,596,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
636,C0027932,neurosis,960,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
637,C0235032,neurotoxicity,23,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
638,C0027947,neutropenia,360,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
639,C0877153,neutropenic sepsis,543,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
640,C0853697,neutrophil count decreased,56,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
641,C0028077,night blindness,733,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
642,C0028081,night sweats,988,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
643,C0028084,nightmare,893,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
644,C0028734,nocturia,438,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
645,C0264893,nodal arrhythmia,569,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
646,C0028259,nodule,61,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
647,C0476281,non-cardiac chest pain,255,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
648,C0024305,non-hodgkin's lymphoma,311,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
649,C1320474,nuchal rigidity,631,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
650,C0028738,nystagmus,302,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
651,C0948595,ocular discomfort,434,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
652,C0155169,ocular hyperaemia,536,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
653,C0085637,oculogyric crisis,568,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
654,C0221150,odynophagia,263,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
655,C0013604,oedema,330,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
656,C0085649,oedema peripheral,907,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
657,C0014863,oesophageal spasm,714,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
658,C0014866,oesophageal stenosis,459,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
659,C0151970,oesophageal ulcer,482,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
660,C0014868,oesophagitis,527,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
661,C0028961,oliguria,593,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
662,C0040261,onychomycosis,196,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
663,C0029118,opportunistic infection,79,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
664,C0029124,optic atrophy,138,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
665,C0029134,optic neuritis,639,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
666,C0006849,oral candidiasis,574,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
667,C0341012,oral herpes,909,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
668,C0221776,oral pain,317,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
669,C1142011,orchitis noninfective,91,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
670,C0029261,orgasm abnormal,757,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
671,C2363730,oropharyngeal discomfort,740,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
672,C2363731,oropharyngeal pain,673,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
673,C0020651,orthostatic hypotension,712,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
674,C0029408,osteoarthritis,97,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
675,C0029443,osteomyelitis,580,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
676,C0029445,osteonecrosis,968,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
677,C0029456,osteoporosis,508,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
678,C0029878,otitis externa,278,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
679,C0029882,otitis media,497,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
680,C0235280,ototoxicity,439,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
681,C0029927,ovarian cyst,416,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
682,C0029928,ovarian disorder,526,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
683,C0030193,pain,365,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
684,C0030196,pain in extremity,581,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
685,C0236000,pain in jaw,396,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
686,C0241136,pain of skin,96,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
687,C0030232,pallor,855,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
688,C0030252,palpitations,299,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
689,C0030305,pancreatitis,284,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
690,C0001339,pancreatitis acute,686,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
691,C0030312,pancytopenia,465,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
692,C0086769,panic attack,957,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
693,C0030318,panic reaction,57,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
694,C0030332,panophthalmitis,11,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
695,C0030353,papilloedema,601,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
696,C0030554,paraesthesia,80,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
697,C0521591,paraesthesia oral,481,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
698,C0522224,paralysis,467,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
699,C1456784,paranoia,616,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
700,C0030552,paresis,663,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
701,C0242422,parkinsonism,373,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
702,C1510410,parosmia,195,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
703,C0030794,pelvic pain,461,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
704,C0030846,penis disorder,566,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
705,C0030920,peptic ulcer,103,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
706,C0031039,pericardial effusion,808,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
707,C0031046,pericarditis,424,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
708,C0240717,perineal pain,336,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
709,C0031099,periodontitis,14,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
710,C0151205,periorbital oedema,660,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
711,C0277925,peripheral coldness,66,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
712,C0235490,peripheral ischaemia,242,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
713,C0235025,peripheral motor neuropathy,867,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
714,C0151313,peripheral sensory neuropathy,346,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
715,C0085096,peripheral vascular disorder,297,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
716,C0031154,peritonitis,553,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
717,C0031212,personality disorder,239,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
718,C0031256,petechiae,905,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
719,C0236024,pharyngeal oedema,743,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
720,C0031350,pharyngitis,110,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
721,C0036689,pharyngitis streptococcal,407,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
722,C0031542,phlebitis,446,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
723,C0085636,photophobia,318,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
724,C0085635,photopsia,685,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
725,C0162830,photosensitivity reaction,922,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
726,C0549567,pigmentation disorder,674,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
727,C0032131,plasmacytoma,572,resolved_by_auxiliary_semantic_features,Neoplasm/hematology neighborhood; paired complement to plasma cell myeloma row 728.
728,C0026764,plasma cell myeloma,579,resolved_by_auxiliary_semantic_features,Glove/semantic neighbors include lymphoma and blood-cell abnormality terms.
729,C0392386,platelet count decreased,340,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
730,C0032227,pleural effusion,375,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
731,C0032231,pleurisy,818,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
732,C0008033,pleuritic pain,122,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
733,C0032285,pneumonia,117,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
734,C0032290,pneumonia aspiration,486,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
735,C0032326,pneumothorax,573,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
736,C0042023,pollakiuria,207,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
737,C0032461,polycythaemia,27,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
738,C0085602,polydipsia,280,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
739,C0152025,polyneuropathy,775,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
740,C0032617,polyuria,249,resolved_by_auxiliary_semantic_features,"Glove/semantic neighbors include polydipsia, nocturia and urinary terms."
741,C0919874,post procedural haemorrhage,880,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
742,C0033046,premenstrual syndrome,185,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
743,C0700200,presyncope,474,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
744,C0033117,priapism,463,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
745,C1619712,procedural pain,713,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
746,C0034886,proctalgia,985,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
747,C0033246,proctitis,7,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
748,C0239134,productive cough,969,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
749,C0376358,prostate cancer,243,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
750,C0033575,prostatic disorder,859,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
751,C0033581,prostatitis,780,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
752,C0860901,protein total decreased,37,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
753,C0948586,protein urine present,491,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
754,C0033687,proteinuria,970,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
755,C0553732,prothrombin level decreased,99,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
756,C0151872,prothrombin level increased,701,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
757,C0033771,prurigo,522,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
758,C0033774,pruritus,972,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
759,C0475858,pruritus generalised,911,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
760,C0033777,pruritus genital,245,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
761,C0221269,pseudolymphoma,541,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
762,C1257843,pseudomembranous colitis,268,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
763,C0033860,psoriasis,776,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
764,C0424230,psychomotor retardation,796,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
765,C0033975,psychotic disorder,269,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
766,C0242073,pulmonary congestion,359,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
767,C0034065,pulmonary embolism,509,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
768,C0034069,pulmonary fibrosis,895,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
769,C0855775,pulmonary function test decreased,523,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
770,C0020542,pulmonary hypertension,955,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
771,C0034063,pulmonary oedema,39,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
772,C0259799,punctate keratitis,834,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
773,C0003079,pupils unequal,633,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
774,C0034150,purpura,849,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
775,C0034186,pyelonephritis,582,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
776,C0034359,pyuria,108,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
777,C0034642,rales,464,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
778,C0015230,rash,873,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
779,C0234913,rash erythematous,598,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
780,C0497365,rash generalised,720,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
781,C0221201,rash macular,348,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
782,C0423791,rash maculo-papular,869,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
783,C1519353,rash papular,982,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
784,C0085641,rash pustular,275,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
785,C0267596,rectal haemorrhage,36,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
786,C0232726,rectal tenesmus,382,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
787,C2004489,regurgitation,98,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
788,C0035078,renal failure,160,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
789,C1565489,renal impairment,334,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
790,C0558489,renal pain,234,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
791,C1720775,renal tubular necrosis,313,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
792,C1260922,respiration abnormal,706,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
793,C0235063,respiratory depression,753,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
794,C0035204,respiratory disorder,789,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
795,C0476273,respiratory distress,430,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
796,C1145670,respiratory failure,876,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
797,C0948349,respiratory tract congestion,380,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
798,C0035243,respiratory tract infection,282,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
799,C0035258,restless legs syndrome,135,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
800,C0232602,retching,473,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
801,C0035304,retinal degeneration,860,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
802,C0035305,retinal detachment,649,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
803,C0035309,retinal disorder,889,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
804,C0035317,retinal haemorrhage,871,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
805,C0151705,retroperitoneal haemorrhage,950,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
806,C0035410,rhabdomyolysis,169,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
807,C0003873,rheumatoid arthritis,53,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
808,C0035455,rhinitis,216,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
809,C2607914,rhinitis allergic,47,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
810,C1260880,rhinorrhoea,732,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
811,C0035508,rhonchi,445,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
812,C0221706,road traffic accident,868,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
813,C0035854,rosacea,212,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
814,C0020569,salivary gland enlargement,182,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
815,C0037036,salivary hypersecretion,826,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
816,C0036130,salpingitis,366,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
817,C0205204,scab,225,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
818,C0036358,schizophreniform disorder,288,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
819,C0036396,sciatica,754,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
820,C0036416,scleritis,126,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
821,C0018621,seasonal allergy,977,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
822,C0036508,seborrhoeic dermatitis,206,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
823,C0022603,seborrhoeic keratosis,272,resolved_by_auxiliary_semantic_features,Glove neighbors strongly include seborrhoeic dermatitis and lichenoid keratosis.
824,C0423602,sensation of foreign body,603,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
825,C0152027,sensory disturbance,549,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
826,C0278134,sensory loss,646,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
827,C0243026,sepsis,641,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
828,C0036983,septic shock,892,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
829,C0699828,serotonin syndrome,128,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
830,C0036830,serum sickness,793,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
831,C0549622,sexual dysfunction,443,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
832,C0036974,shock,749,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
833,C0037023,sialoadenitis,392,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
834,C0085610,sinus bradycardia,595,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
835,C0152029,sinus congestion,309,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
836,C0037195,sinus headache,26,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
837,C0039239,sinus tachycardia,864,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
838,C0037199,sinusitis,188,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
839,C0151514,skin atrophy,131,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
840,C0241057,skin burning sensation,820,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
841,C0007114,skin cancer,45,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
842,C0151907,skin discolouration,349,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
843,C0037274,skin disorder,338,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
844,C0237849,skin exfoliation,293,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
845,C0162834,skin hyperpigmentation,63,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
846,C0151717,skin hypertrophy,851,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
847,C0037278,skin infection,307,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
848,C0152030,skin irritation,772,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
849,C0037284,skin lesion,967,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
850,C0281981,skin mass,653,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
851,C0234930,skin odour abnormal,326,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
852,C0347390,skin papilloma,68,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
853,C0152459,skin striae,501,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
854,C0037299,skin ulcer,552,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
855,C0037315,sleep apnoea syndrome,665,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
856,C0851578,sleep disorder,414,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
857,C0920289,sluggishness,610,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
858,C0037383,sneezing,231,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
859,C0037384,snoring,458,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
860,C0037672,somnambulism,490,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
861,C2830004,somnolence,70,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
862,C0037822,speech disorder,619,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
863,C0038002,splenomegaly,423,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
864,C0235567,sputum increased,144,resolved_by_auxiliary_semantic_features,"Semantic/glove neighbors include productive cough, cough and haemoptysis."
865,C0038160,staphylococcal infection,852,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
866,C0038220,status epilepticus,286,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
867,C0038325,stevens-johnson syndrome,203,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
868,C0392162,sticky skin,956,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
869,C0038362,stomatitis,853,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
870,C0241705,strangury,3,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
871,C0038450,stridor,924,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
872,C0085628,stupor,525,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
873,C0038525,subarachnoid haemorrhage,251,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
874,C0018946,subdural haematoma,319,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
875,C0011071,sudden death,575,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
876,C0424000,suicidal ideation,935,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
877,C0038663,suicide attempt,717,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
878,C0038814,sunburn,931,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
879,C0033036,supraventricular extrasystoles,504,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
880,C0039240,supraventricular tachycardia,690,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
881,C0038999,swelling,611,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
882,C0151602,swelling face,500,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
883,C0039070,syncope,204,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
884,C0024141,systemic lupus erythematosus,544,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
885,C0039231,tachycardia,290,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
886,C0231835,tachypnoea,948,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
887,C0686347,tardive dyskinesia,597,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
888,C0039446,telangiectasia,512,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
889,C1112320,temperature intolerance,817,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
890,C0234233,tenderness,750,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
891,C0158350,tendinous contracture,312,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
892,C0151936,tendon disorder,765,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
893,C0039503,tendonitis,964,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
894,C0039520,tenosynovitis,50,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
895,C0233494,tension,791,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
896,C0033893,tension headache,165,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
897,C0039591,testicular pain,480,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
898,C0039621,tetany,676,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
899,C0853141,therapeutic response unexpected,759,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
900,C0233632,thinking abnormal,651,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
901,C0039971,thirst,335,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
902,C0700184,throat irritation,700,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
903,C0236071,throat tightness,865,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
904,C0040034,thrombocytopenia,627,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
905,C0836924,thrombocytosis,875,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
906,C0040046,thrombophlebitis,798,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
907,C0040053,thrombosis,734,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
908,C0034155,thrombotic thrombocytopenic purpura,83,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
909,C0040128,thyroid disorder,984,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
