idx,drugbank_id,drug_name,benchmark_idx,matched_name,resolution_status,evidence
549,DB01390,sodium bicarbonate,278,Sodium bicarbonate,resolved_by_auxiliary_features,MSSF fingerprint/text neighbors are less phosphate-like; paired complement to sodium phosphate
550,DB01393,bezafibrate,257,Bezafibrate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
551,DB01394,colchicine,144,Colchicine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
552,DB01406,danazol,233,Danazol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
553,DB01409,tiotropium bromide,52,Tiotropium,resolved_by_frequency_matrix,Exact row match after SE-column alignment
554,DB01410,ciclesonide,390,Ciclesonide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
555,DB01413,cefepime,384,Cefepime,resolved_by_frequency_matrix,Exact row match after SE-column alignment
556,DB01432,colestyramine,134,Cholestyramine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
557,DB01544,flunitrazepam,586,Flunitrazepam,resolved_by_frequency_matrix,Exact row match after SE-column alignment
558,DB01551,dihydrocodeine,654,Dihydrocodeine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
559,DB01558,bromazepam,12,Bromazepam,resolved_by_frequency_matrix,Exact row match after SE-column alignment
560,DB01586,ursodeoxycholic acid,533,Ursodeoxycholic acid,resolved_by_frequency_matrix,Exact row match after SE-column alignment
561,DB01589,quazepam,167,Quazepam,resolved_by_frequency_matrix,Exact row match after SE-column alignment
562,DB01590,everolimus,67,Everolimus,resolved_by_frequency_matrix,Exact row match after SE-column alignment
563,DB01591,solifenacin,97,Solifenacin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
564,DB01600,tiaprofenic acid,175,Tiaprofenic acid,resolved_by_frequency_matrix,Exact row match after SE-column alignment
565,DB01609,deferasirox,629,Deferasirox,resolved_by_frequency_matrix,Exact row match after SE-column alignment
566,DB01610,valganciclovir,333,Valganciclovir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
567,DB01656,roflumilast,711,Roflumilast,resolved_by_frequency_matrix,Exact row match after SE-column alignment
568,DB02703,fusidic acid,686,Fusidic acid,resolved_by_frequency_matrix,Exact row match after SE-column alignment
569,DB04106,fotemustine,437,Fotemustine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
570,DB04572,thiotepa,28,Thiotepa,resolved_by_frequency_matrix,Exact row match after SE-column alignment
571,DB04835,maraviroc,662,Maraviroc,resolved_by_frequency_matrix,Exact row match after SE-column alignment
572,DB04839,cyproterone,372,Cyproterone acetate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
573,DB04844,tetrabenazine,718,Tetrabenazine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
574,DB04845,ixabepilone,703,Ixabepilone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
575,DB04854,febuxostat,438,Febuxostat,resolved_by_frequency_matrix,Exact row match after SE-column alignment
576,DB04855,dronedarone,35,Dronedarone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
577,DB04861,nebivolol,388,Nebivolol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
578,DB04868,nilotinib,252,Nilotinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
579,DB04871,lorcaserin,139,Lorcaserin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
580,DB04876,vildagliptin,394,Vildagliptin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
581,DB04896,milnacipran,136,Milnacipran,resolved_by_frequency_matrix,Exact row match after SE-column alignment
582,DB04899,nesiritide,522,Nesiritide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
583,DB04911,oritavancin,115,Oritavancin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
584,DB04920,clevidipine,659,Clevidipine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
585,DB04938,ospemifene,488,Ospemifene,resolved_by_frequency_matrix,Exact row match after SE-column alignment
586,DB04946,iloperidone,286,Iloperidone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
587,DB04953,retigabine,7,Ezogabine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
588,DB05013,ingenol mebutate,670,Ingenol mebutate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
589,DB05015,belinostat,441,Belinostat,resolved_by_frequency_matrix,Exact row match after SE-column alignment
590,DB05039,indacaterol,296,Indacaterol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
591,DB05109,trabectedin,699,Trabectedin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
592,DB05259,glatiramer acetate,204,Glatiramer,resolved_by_frequency_matrix,Exact row match after SE-column alignment
593,DB05271,rotigotine,313,Rotigotine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
594,DB05273,samarium (153Sm) lexidronam,550,Samarium (153Sm) lexidronam,resolved_by_frequency_matrix,Exact row match after SE-column alignment
595,DB05294,vandetanib,626,Vandetanib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
596,DB05311,ecallantide,424,Ecallantide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
597,DB05332,romiplostim,564,Romiplostim,resolved_by_frequency_matrix,Exact row match after SE-column alignment
598,DB05351,dexlansoprazole,544,Dexlansoprazole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
599,DB05521,telaprevir,102,Telaprevir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
600,DB05528,mipomersen,598,Mipomersen,resolved_by_frequency_matrix,Exact row match after SE-column alignment
601,DB05676,apremilast,348,Apremilast,resolved_by_frequency_matrix,Exact row match after SE-column alignment
602,DB05679,ustekinumab,225,Ustekinumab,resolved_by_frequency_matrix,Exact row match after SE-column alignment
603,DB05812,abiraterone,631,Abiraterone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
604,DB06148,mianserin,242,Mianserin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
605,DB06151,acetylcysteine,100,Acetylcysteine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
606,DB06176,romidepsin,189,Romidepsin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
607,DB06201,rufinamide,754,Rufinamide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
608,DB06202,lasofoxifene,402,Lasofoxifene,resolved_by_frequency_matrix,Exact row match after SE-column alignment
609,DB06204,tapentadol,295,Tapentadol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
610,DB06207,silodosin,392,Silodosin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
611,DB06209,prasugrel,460,Prasugrel,resolved_by_frequency_matrix,Exact row match after SE-column alignment
612,DB06210,eltrombopag,470,Eltrombopag,resolved_by_frequency_matrix,Exact row match after SE-column alignment
613,DB06211,doripenem,373,Doripenem,resolved_by_frequency_matrix,Exact row match after SE-column alignment
614,DB06212,tolvaptan,69,Tolvaptan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
615,DB06213,regadenoson,452,Regadenoson,resolved_by_frequency_matrix,Exact row match after SE-column alignment
616,DB06216,asenapine,216,Asenapine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
617,DB06217,vernakalant,53,Vernakalant,resolved_by_frequency_matrix,Exact row match after SE-column alignment
618,DB06218,lacosamide,292,Lacosamide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
619,DB06219,dalbavancin,643,Dalbavancin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
620,DB06228,rivaroxaban,697,Rivaroxaban,resolved_by_frequency_matrix,Exact row match after SE-column alignment
621,DB06230,nalmefene,58,Nalmefene,resolved_by_frequency_matrix,Exact row match after SE-column alignment
622,DB06237,avanafil,112,Avanafil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
623,DB06243,eflornithine,300,Eflornithine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
624,DB06262,droxidopa,258,Droxidopa,resolved_by_frequency_matrix,Exact row match after SE-column alignment
625,DB06268,sitaxentan,648,Sitaxentan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
626,DB06283,ziconotide,398,Ziconotide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
627,DB06285,teriparatide,457,Teriparatide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
628,DB06287,temsirolimus,520,Temsirolimus,resolved_by_frequency_matrix,Exact row match after SE-column alignment
629,DB06288,amisulpride,223,Amisulpride,resolved_by_frequency_matrix,Exact row match after SE-column alignment
630,DB06290,simeprevir,2,Simeprevir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
631,DB06292,dapagliflozin,490,Dapagliflozin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
632,DB06401,bazedoxifene,661,Bazedoxifene,resolved_by_frequency_matrix,Exact row match after SE-column alignment
633,DB06403,ambrisentan,342,Ambrisentan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
634,DB06410,doxercalciferol,553,Doxercalciferol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
635,DB06413,armodafinil,84,Armodafinil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
636,DB06414,etravirine,77,Etravirine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
637,DB06480,prucalopride,17,Prucalopride,resolved_by_frequency_matrix,Exact row match after SE-column alignment
638,DB06589,pazopanib,230,Pazopanib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
639,DB06590,ceftaroline fosamil,480,Ceftaroline fosamil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
640,DB06594,agomelatine,85,Agomelatine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
641,DB06605,apixaban,170,Apixaban,resolved_by_frequency_matrix,Exact row match after SE-column alignment
642,DB06616,bosutinib,463,Bosutinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
643,DB06626,axitinib,413,Axitinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
644,DB06637,fampridine,294,Dalfampridine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
645,DB06650,ofatumumab,141,Ofatumumab,resolved_by_frequency_matrix,Exact row match after SE-column alignment
646,DB06655,liraglutide,169,Liraglutide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
647,DB06663,pasireotide,503,Pasireotide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
648,DB06684,vilazodone,642,Vilazodone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
649,DB06695,dabigatran etexilate,653,Dabigatran etexilate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
650,DB06698,betahistine,493,Betahistine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
651,DB06699,degarelix,638,Degarelix,resolved_by_frequency_matrix,Exact row match after SE-column alignment
652,DB06700,desvenlafaxine,507,Desvenlafaxine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
653,DB06701,dexmethylphenidate,206,Dexmethylphenidate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
654,DB06702,fesoterodine,297,Fesoterodine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
655,DB06703,gadobutrol,731,Gadobutrol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
656,DB06711,naphazoline,419,Naphazoline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
657,DB06719,buserelin,401,Buserelin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
658,DB06756,betaine,57,Betaine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
659,DB06769,bendamustine,715,Bendamustine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
660,DB06772,cabazitaxel,756,Cabazitaxel,resolved_by_frequency_matrix,Exact row match after SE-column alignment
661,DB06774,capsaicin,229,Capsaicin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
662,DB06779,dalteparin,205,Dalteparin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
663,DB06785,ganirelix,628,Ganirelix,resolved_by_frequency_matrix,Exact row match after SE-column alignment
664,DB06788,histrelin,179,Histrelin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
665,DB06791,lanreotide,171,Lanreotide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
666,DB06792,lanthanum carbonate,518,Lanthanum carbonate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
667,DB06794,lodoxamide,290,Lodoxamide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
668,DB06800,methylnaltrexone bromide,701,Methylnaltrexone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
669,DB06809,plerixafor,421,Plerixafor,resolved_by_frequency_matrix,Exact row match after SE-column alignment
670,DB06817,raltegravir,687,Raltegravir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
671,DB06819,sodium phenylbutyrate,195,Phenylbutyric acid,resolved_by_frequency_matrix,Exact row match after SE-column alignment
672,DB06825,triptorelin,261,Triptorelin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
673,DB08815,lurasidone,412,Lurasidone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
674,DB08816,ticagrelor,675,Ticagrelor,resolved_by_frequency_matrix,Exact row match after SE-column alignment
675,DB08819,tafluprost,755,Tafluprost,resolved_by_frequency_matrix,Exact row match after SE-column alignment
676,DB08820,ivacaftor,159,Ivacaftor,resolved_by_frequency_matrix,Exact row match after SE-column alignment
677,DB08824,iodine ioflupane (123I),104,Ioflupane I 123,resolved_by_frequency_matrix,Exact row match after SE-column alignment
678,DB08828,vismodegib,565,Vismodegib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
679,DB08864,rilpivirine,44,Rilpivirine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
680,DB08865,crizotinib,481,Crizotinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
681,DB08867,ulipristal,712,Ulipristal,resolved_by_frequency_matrix,Exact row match after SE-column alignment
682,DB08868,fingolimod,597,Fingolimod,resolved_by_frequency_matrix,Exact row match after SE-column alignment
683,DB08869,tesamorelin,208,Tesamorelin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
684,DB08871,eribulin,143,Eribulin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
685,DB08873,boceprevir,655,Boceprevir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
686,DB08874,fidaxomicin,391,Fidaxomicin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
687,DB08875,cabozantinib,395,Cabozantinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
688,DB08877,ruxolitinib,128,Ruxolitinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
689,DB08880,teriflunomide,119,Teriflunomide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
690,DB08881,vemurafenib,425,Vemurafenib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
691,DB08882,linagliptin,203,Linagliptin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
692,DB08883,perampanel,201,Perampanel,resolved_by_frequency_matrix,Exact row match after SE-column alignment
693,DB08889,carfilzomib,161,Carfilzomib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
694,DB08893,mirabegron,133,Mirabegron,resolved_by_frequency_matrix,Exact row match after SE-column alignment
695,DB08895,tofacitinib,591,Tofacitinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
696,DB08896,regorafenib,142,Regorafenib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
697,DB08897,aclidinium bromide,757,Aclidinium,resolved_by_frequency_matrix,Exact row match after SE-column alignment
698,DB08899,enzalutamide,668,Enzalutamide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
699,DB08900,teduglutide,415,Teduglutide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
700,DB08901,ponatinib,593,Ponatinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
701,DB08903,bedaquiline,473,Bedaquiline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
702,DB08906,fluticasone furoate,469,Fluticasone furoate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
703,DB08907,canagliflozin,162,Canagliflozin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
704,DB08909,glycerol phenylbutyrate,214,Glycerol phenylbutyrate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
705,DB08910,pomalidomide,117,Pomalidomide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
706,DB08911,trametinib,716,Trametinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
707,DB08912,dabrafenib,678,Dabrafenib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
708,DB08913,radium (223Ra) dichloride,400,Radium Ra 223 Dichloride,resolved_by_frequency_matrix,Exact row match after SE-column alignment
709,DB08916,afatinib,56,Afatinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
710,DB08930,dolutegravir,76,Dolutegravir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
711,DB08931,riociguat,600,Riociguat,resolved_by_frequency_matrix,Exact row match after SE-column alignment
712,DB08932,macitentan,337,Macitentan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
713,DB08934,sofosbuvir,131,Sofosbuvir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
714,DB08947,iopamidol,324,Iopamidol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
715,DB09026,aliskiren,572,Aliskiren,resolved_by_frequency_matrix,Exact row match after SE-column alignment
716,DB09030,vorapaxar,90,Vorapaxar,resolved_by_frequency_matrix,Exact row match after SE-column alignment
717,DB09034,suvorexant,407,Suvorexant,resolved_by_frequency_matrix,Exact row match after SE-column alignment
718,DB09038,empagliflozin,623,Empagliflozin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
719,DB09039,eliglustat,114,Eliglustat,resolved_by_frequency_matrix,Exact row match after SE-column alignment
720,DB09053,ibrutinib,603,Ibrutinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
721,DB09065,cobicistat,307,Cobicistat,resolved_by_frequency_matrix,Exact row match after SE-column alignment
722,DB09068,vortioxetine,632,Vortioxetine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
723,DB09071,tasimelteon,748,Tasimelteon,resolved_by_frequency_matrix,Exact row match after SE-column alignment
724,DB09072,sodium oxybate,15,Sodium oxybate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
725,DB09076,umeclidinium bromide,382,Umeclidinium,resolved_by_frequency_matrix,Exact row match after SE-column alignment
726,DB09080,olodaterol,302,Olodaterol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
727,DB09090,pinaverium,578,Pinaverium,resolved_by_frequency_matrix,Exact row match after SE-column alignment
728,DB09096,benzoyl peroxide,36,Benzoyl peroxide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
729,DB09101,elvitegravir,70,Elvitegravir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
730,DB09110,mesna,580,Coenzyme M,resolved_by_frequency_matrix,Exact row match after SE-column alignment
731,DB09146,saccharated iron oxide,399,Iron sucrose,resolved_by_frequency_matrix,Exact row match after SE-column alignment
732,DB09149,florbetapir (18F),191,Florbetapir F-18,resolved_by_frequency_matrix,Exact row match after SE-column alignment
733,DB09151,flutemetamol (18F),418,Flutemetamol (18F),resolved_by_frequency_matrix,Exact row match after SE-column alignment
734,DB09156,iopromide,561,Iopromide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
735,DB09160,technetium (99mTc) tetrofosmin,695,Technetium Tc-99m tetrofosmin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
736,DB09163,technetium (99mTc) exametazime,552,Technetium Tc-99m exametazime,resolved_by_frequency_matrix,Exact row match after SE-column alignment
737,DB09220,nicorandil,129,Nicorandil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
738,DB09276,sodium aurothiomalate,545,Sodium aurothiomalate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
739,,sodium phosphate,240,,resolved_by_auxiliary_features,MSSF fingerprint nearest neighbors include phosphate/phosphonate drugs such as foscarnet/fosfomycin/bisphosphonates
740,DB09487,iotrolan,311,Iotrolan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
741,DB09532,secretin,577,Secretin human,resolved_by_frequency_matrix,Exact row match after SE-column alignment
742,DB11095,desirudin,178,Desirudin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
743,DB11630,temoporfin,672,Temoporfin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
744,,colestilan,148,,resolved_by_frequency_matrix,Exact row match after SE-column alignment
745,DB11699,tropisetron,581,Tropisetron,resolved_by_frequency_matrix,Exact row match after SE-column alignment
746,DB11750,clobetasol,48,Clobetasol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
747,DB13158,clobetasone,733,Clobetasone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
748,DB13295,atracurium,482,Atracurium,resolved_by_frequency_matrix,Exact row match after SE-column alignment
749,DB13615,mifamurtide,315,Mifamurtide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
750,DB13867,fluticasone,512,Fluticasone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
751,DB13919,candesartan,377,Candesartan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
752,DB00764,mometasone,677,Mometasone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
753,DB14569,tedizolid,559,Tedizolid,resolved_by_frequency_matrix,Exact row match after SE-column alignment
754,DB14570,hydroxyprogesterone,165,Hydroxyprogesterone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
755,DB14575,eslicarbazepine,406,Eslicarbazepine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
756,DB14733,ceftobiprole medocaril,288,Ceftobiprole medocaril,resolved_by_frequency_matrix,Exact row match after SE-column alignment
